500,6.719487556990167e-9
600,6.962785354950952e-9
700,7.149820786078541e-9
800,7.295040491361827e-9
900,7.409023383802845e-9
1000,7.49947024193158e-9
1100,7.5720029552266e-9
1200,7.630755289680618e-9
1300,7.678794890049402e-9
1400,7.718421211462366e-9
1500,7.751375632549446e-9
1600,7.7789902841647e-9
1700,7.802294230449938e-9
1800,7.822089880440066e-9
1900.0000000000002,7.839008489846986e-9
2000,7.853550859595102e-9
2100,7.866117462279428e-9
2200,7.87703094932262e-9
2300,7.886553116551935e-9
2400,7.894897802667879e-9
2500,7.902240776354861e-9
2599.9999999999995,7.908727374724369e-9
2700,7.914478448710371e-9
2800.0000000000005,7.919595023678377e-9
2900.0000000000005,7.9241619777541e-9
3000,7.928250963585684e-9
3100,7.931922743486481e-9
3200,7.93522906666166e-9
3300.0000000000005,7.938214186716856e-9
3400.0000000000005,7.940916094965249e-9
3500,7.943367527766577e-9
3600,7.94559679336682e-9
3700,7.947628453744472e-9
3800,7.949483889190193e-9
3900.0000000000005,7.951181768076358e-9
4000,7.952738439060423e-9
4100.000000000001,7.954168259972563e-9
4200,7.955483874480361e-9
4300.000000000001,7.95669644582415e-9
4400,7.957815854873655e-9
4500.000000000001,7.958850868480864e-9
4600.000000000001,7.959809283133437e-9
4700,7.960698047774475e-9
4800,7.96152336929201e-9
4900,7.962290803198961e-9
5000,7.963005331970127e-9
5100.000000000001,7.96367143267269e-9
5200,7.964293135801122e-9
5300.000000000001,7.964874076285506e-9
5400,7.96541753805564e-9
5500,7.965926492852079e-9
5600,7.966403634354792e-9
5700,7.966851407985168e-9
5800,7.967272037235186e-9
5900,7.967667546723655e-9
6000,7.968039782657138e-9
6100.000000000001,7.968390430902251e-9
6200,7.968721032981032e-9
6300.000000000001,7.969033000297703e-9
6400,7.96932762671881e-9
6500.000000000001,7.96960609984214e-9
6600.000000000001,7.969869511079814e-9
6700,7.970118864562283e-9
6800,7.970355085195317e-9
6900,7.970579025876718e-9
7000,7.970791473882954e-9
