Time	Pop size	Mean_death_rate	Mean_birth_rate
0.000147	5001	0.200000	0.749950
1.000004	7973	0.200136	0.601350
2.000046	10971	0.200237	0.451450
3.000381	13112	0.200311	0.344400
4.000513	14519	0.200371	0.274050
5.000030	15269	0.200422	0.236550
6.000518	15680	0.200469	0.216000
7.000101	15842	0.200514	0.207900
8.000005	15877	0.200551	0.206150
9.000062	15985	0.200592	0.200750
10.000021	15954	0.200630	0.202300
11.000023	15935	0.200675	0.203250
12.000042	15955	0.200717	0.202250
13.000521	16011	0.200752	0.199450
14.000135	15961	0.200797	0.201950
15.000085	15941	0.200836	0.202950
16.000300	16041	0.200876	0.197950
17.000044	16001	0.200909	0.199950
18.000494	15998	0.200941	0.200100
19.000142	16005	0.200975	0.199750
20.000082	15930	0.201013	0.203500
21.000177	15964	0.201051	0.201800
22.000003	16028	0.201099	0.198600
23.000134	16103	0.201142	0.194850
24.000037	16041	0.201179	0.197950
25.000135	16082	0.201216	0.195900
26.000008	16045	0.201264	0.197750
27.000023	16022	0.201300	0.198900
28.000374	16018	0.201333	0.199100
29.000067	15961	0.201375	0.201950
30.000079	15899	0.201404	0.205050
31.000065	15934	0.201452	0.203300
32.000193	15985	0.201488	0.200750
33.000036	16031	0.201524	0.198450
34.000238	16047	0.201569	0.197650
35.000055	16069	0.201612	0.196550
36.000057	15993	0.201646	0.200350
37.000265	16047	0.201688	0.197650
38.000087	16111	0.201728	0.194450
39.000093	16035	0.201757	0.198250
40.000093	15955	0.201796	0.202250
41.000279	15973	0.201834	0.201350
42.000162	15959	0.201879	0.202050
43.000576	16027	0.201926	0.198650
44.000074	15856	0.201971	0.207200
45.000077	15835	0.202012	0.208250
46.000003	15850	0.202051	0.207500
47.000277	15913	0.202088	0.204350
48.000077	15893	0.202136	0.205350
49.000009	15973	0.202172	0.201350
50.000243	16006	0.202217	0.199700
51.000065	16002	0.202243	0.199900
52.000068	15925	0.202291	0.203750
53.000010	15904	0.202330	0.204800
54.000006	15927	0.202372	0.203650
55.000164	15937	0.202402	0.203150
56.000156	15994	0.202441	0.200300
57.000164	15888	0.202480	0.205600
58.000031	15902	0.202510	0.204900
59.000171	15877	0.202547	0.206150
60.000020	15954	0.202580	0.202300
61.000053	15861	0.202620	0.206950
62.000295	15982	0.202667	0.200900
63.000284	15908	0.202705	0.204600
64.000024	15868	0.202748	0.206600
65.000186	15832	0.202774	0.208400
66.000018	15961	0.202815	0.201950
67.000027	15893	0.202854	0.205350
68.000103	15939	0.202884	0.203050
69.000237	16041	0.202936	0.197950
70.000074	15905	0.202977	0.204750
71.000015	15964	0.203017	0.201800
72.000133	15871	0.203056	0.206450
73.000238	15920	0.203099	0.204000
74.000045	15931	0.203118	0.203450
75.000269	15988	0.203161	0.200600
76.000000	15950	0.203205	0.202500
77.000288	15835	0.203271	0.208250
78.000006	15937	0.203320	0.203150
79.000057	15853	0.203372	0.207350
80.000064	15855	0.203413	0.207250
81.000031	15892	0.203435	0.205400
82.000082	15964	0.203469	0.201800
83.000045	16032	0.203516	0.198400
84.000066	16006	0.203549	0.199700
85.000309	15979	0.203593	0.201050
86.000185	15981	0.203613	0.200950
87.000195	15996	0.203646	0.200200
88.000250	16017	0.203677	0.199150
89.000107	15960	0.203714	0.202000
90.000060	15963	0.203738	0.201850
91.000146	15911	0.203779	0.204450
92.000165	15949	0.203823	0.202550
93.000112	15849	0.203875	0.207550
94.000032	15860	0.203908	0.207000
95.000002	15905	0.203954	0.204750
96.000105	15925	0.203979	0.203750
97.000235	15928	0.204039	0.203600
98.000075	15954	0.204059	0.202300
99.000279	15976	0.204090	0.201200
100.000015	16001	0.204130	0.199950
101.000072	16073	0.204175	0.196350
102.000118	16059	0.204213	0.197050
103.000092	16021	0.204257	0.198950
104.000120	15949	0.204295	0.202550
105.000001	15890	0.204341	0.205500
106.000125	15808	0.204369	0.209600
107.000037	15842	0.204429	0.207900
108.000419	15841	0.204457	0.207950
109.000122	15917	0.204496	0.204150
110.000255	15931	0.204545	0.203450
111.000005	15954	0.204597	0.202300
112.000378	15856	0.204635	0.207200
113.000252	15901	0.204672	0.204950
114.000009	15920	0.204717	0.204000
115.000036	15876	0.204753	0.206200
116.000151	15901	0.204786	0.204950
117.000037	15838	0.204802	0.208100
118.000321	15755	0.204831	0.212250
119.000088	15841	0.204878	0.207950
120.000354	15766	0.204908	0.211700
121.000166	15792	0.204950	0.210400
122.000209	15851	0.204979	0.207450
123.000211	15854	0.205041	0.207300
124.000055	15823	0.205079	0.208850
125.000164	15809	0.205142	0.209550
126.000074	15889	0.205211	0.205550
127.000074	15878	0.205262	0.206100
128.000116	15867	0.205300	0.206650
129.000010	15856	0.205334	0.207200
130.000007	15782	0.205368	0.210900
131.000106	15796	0.205417	0.210200
132.000077	15881	0.205453	0.205950
133.000028	15894	0.205480	0.205300
134.000089	15935	0.205533	0.203250
135.000045	15937	0.205562	0.203150
136.000301	15830	0.205611	0.208500
137.000099	15891	0.205643	0.205450
138.000146	15960	0.205684	0.202000
139.000116	15890	0.205714	0.205500
140.000403	15928	0.205746	0.203600
141.000230	16048	0.205780	0.197600
142.000077	15857	0.205821	0.207150
143.000099	15803	0.205870	0.209850
144.000240	15798	0.205930	0.210100
145.000106	15815	0.205975	0.209250
146.000210	15863	0.206025	0.206850
147.000181	15920	0.206084	0.204000
148.000086	15893	0.206127	0.205350
149.000021	15889	0.206171	0.205550
150.000016	15856	0.206208	0.207200
151.000217	15797	0.206261	0.210150
152.000071	15883	0.206304	0.205850
153.000088	15967	0.206356	0.201650
154.000026	15923	0.206388	0.203850
155.000157	15933	0.206409	0.203350
156.000058	15934	0.206451	0.203300
157.000105	15942	0.206483	0.202900
158.000520	15878	0.206515	0.206100
159.000064	15877	0.206579	0.206150
160.000003	15914	0.206612	0.204300
161.000026	15936	0.206637	0.203200
162.000316	15820	0.206665	0.209000
163.000002	15714	0.206694	0.214300
164.000019	15783	0.206736	0.210850
165.000319	15897	0.206789	0.205150
166.000228	15927	0.206830	0.203650
167.000027	15886	0.206874	0.205700
168.000084	15834	0.206909	0.208300
169.000026	15794	0.206949	0.210300
170.000099	15806	0.207002	0.209700
171.000315	15803	0.207036	0.209850
172.000122	15756	0.207059	0.212200
173.000039	15700	0.207112	0.215000
174.000000	15822	0.207157	0.208900
175.000266	15832	0.207190	0.208400
176.000170	15905	0.207243	0.204750
177.000083	15960	0.207308	0.202000
178.000207	15873	0.207334	0.206350
179.000203	15803	0.207374	0.209850
180.000071	15837	0.207426	0.208150
181.000056	15890	0.207458	0.205500
182.000080	15759	0.207483	0.212050
183.000115	15819	0.207520	0.209050
184.000149	15801	0.207582	0.209950
185.000147	15863	0.207630	0.206850
186.000137	15854	0.207665	0.207300
187.000121	15860	0.207693	0.207000
188.000107	15926	0.207750	0.203700
189.000346	15847	0.207767	0.207650
190.000062	15777	0.207812	0.211150
191.000100	15789	0.207868	0.210550
192.000165	15827	0.207918	0.208650
193.000199	15871	0.207941	0.206450
194.000058	15852	0.207956	0.207400
195.000023	15790	0.207999	0.210500
196.000166	15814	0.208055	0.209300
197.000178	15796	0.208111	0.210200
198.000286	15809	0.208149	0.209550
199.000338	15799	0.208185	0.210050
200.000056	15911	0.208228	0.204450
201.000245	15850	0.208286	0.207500
202.000029	15803	0.208309	0.209850
203.000129	15865	0.208373	0.206750
204.000130	15872	0.208414	0.206400
205.000011	15843	0.208459	0.207850
206.000007	15814	0.208475	0.209300
207.000101	15814	0.208517	0.209300
208.000048	15780	0.208562	0.211000
209.000065	15802	0.208621	0.209900
210.000031	15805	0.208674	0.209750
211.000246	15788	0.208720	0.210600
212.000101	15845	0.208767	0.207750
