Time	Pop size	Mean_death_rate	Mean_birth_rate
0.000147	5001	0.200000	0.749950
1.000004	7973	0.200136	0.601350
2.000046	10971	0.200237	0.451450
3.000381	13112	0.200311	0.344400
4.000512	14519	0.200372	0.274050
5.000028	15269	0.200423	0.236550
6.000516	15680	0.200468	0.216000
7.000101	15842	0.200515	0.207900
8.000006	15877	0.200551	0.206150
9.000064	15985	0.200592	0.200750
10.000026	15954	0.200629	0.202300
11.000032	15935	0.200673	0.203250
12.000051	15955	0.200715	0.202250
13.000540	16011	0.200747	0.199450
14.000009	15963	0.200787	0.201850
15.000149	15941	0.200822	0.202950
16.000401	16041	0.200860	0.197950
17.000068	16002	0.200887	0.199900
18.000155	15999	0.200914	0.200050
19.000013	16007	0.200943	0.199650
20.000036	15935	0.200982	0.203250
21.000133	15972	0.201017	0.201400
22.000071	16062	0.201057	0.196900
23.000008	16103	0.201096	0.194850
24.000024	16041	0.201132	0.197950
25.000906	16126	0.201172	0.193700
26.000225	16073	0.201213	0.196350
27.000195	16026	0.201252	0.198700
28.000025	16056	0.201281	0.197200
29.000326	15978	0.201313	0.201100
30.000135	15896	0.201360	0.205200
31.000123	15952	0.201394	0.202400
32.000022	15964	0.201440	0.201800
33.000300	16007	0.201468	0.199650
34.000026	16035	0.201506	0.198250
35.000173	16107	0.201547	0.194650
36.000131	16000	0.201582	0.200000
37.000044	16034	0.201622	0.198300
38.000018	16100	0.201658	0.195000
39.000150	16054	0.201692	0.197300
40.000380	15969	0.201727	0.201550
41.000074	15965	0.201768	0.201750
42.000075	15962	0.201805	0.201900
43.000020	16035	0.201840	0.198250
44.000457	15872	0.201863	0.206400
45.000084	15802	0.201908	0.209900
46.000214	15869	0.201949	0.206550
47.000241	15921	0.201981	0.203950
48.000109	15874	0.202026	0.206300
49.000013	15978	0.202064	0.201100
50.000284	16006	0.202105	0.199700
51.000364	16012	0.202151	0.199400
52.000010	15917	0.202191	0.204150
53.000044	15933	0.202227	0.203350
54.000089	15924	0.202273	0.203800
55.000042	15934	0.202312	0.203300
56.000176	15992	0.202361	0.200400
57.000017	15860	0.202396	0.207000
58.000080	15916	0.202439	0.204200
59.000030	15875	0.202469	0.206250
60.000187	15946	0.202509	0.202700
61.000134	15876	0.202548	0.206200
62.000036	15964	0.202592	0.201800
63.000094	15918	0.202630	0.204100
64.000055	15868	0.202654	0.206600
65.000046	15832	0.202682	0.208400
66.000043	15936	0.202708	0.203200
67.000007	15896	0.202738	0.205200
68.000083	15927	0.202781	0.203650
69.000143	16018	0.202822	0.199100
70.000028	15901	0.202865	0.204950
71.000176	15953	0.202894	0.202350
72.000037	15893	0.202931	0.205350
73.000036	15940	0.202959	0.203000
74.000124	15925	0.202997	0.203750
75.000072	15985	0.203048	0.200750
76.000341	15953	0.203091	0.202350
77.000140	15815	0.203122	0.209250
78.000113	15925	0.203159	0.203750
79.000061	15848	0.203202	0.207600
80.000097	15833	0.203248	0.208350
81.000084	15902	0.203288	0.204900
82.000186	15960	0.203322	0.202000
83.000175	16029	0.203363	0.198550
84.000153	15988	0.203404	0.200600
85.000028	15966	0.203448	0.201700
86.000037	15941	0.203492	0.202950
87.000188	15982	0.203529	0.200900
88.000067	16013	0.203582	0.199350
89.000040	15973	0.203636	0.201350
90.000018	15981	0.203681	0.200950
91.000205	15911	0.203714	0.204450
92.000581	15931	0.203759	0.203450
93.000096	15863	0.203788	0.206850
94.000136	15845	0.203837	0.207750
95.000093	15871	0.203881	0.206450
96.000093	15881	0.203910	0.205950
97.000019	15971	0.203944	0.201450
98.000029	15961	0.203985	0.201950
99.000022	15976	0.204025	0.201200
100.000071	16027	0.204068	0.198650
101.000293	16085	0.204113	0.195750
102.000855	16058	0.204148	0.197100
103.000099	16029	0.204192	0.198550
104.000063	15947	0.204243	0.202650
105.000209	15887	0.204280	0.205650
106.000332	15823	0.204300	0.208850
107.000097	15813	0.204346	0.209350
108.000041	15850	0.204383	0.207500
109.000074	15934	0.204414	0.203300
110.000027	15932	0.204469	0.203400
111.000037	15935	0.204517	0.203250
112.000044	15873	0.204559	0.206350
113.000266	15922	0.204606	0.203900
114.000225	15919	0.204634	0.204050
115.000024	15885	0.204678	0.205750
116.000445	15889	0.204707	0.205550
117.000033	15840	0.204745	0.208000
118.000372	15770	0.204801	0.211500
119.000648	15838	0.204835	0.208100
120.000081	15772	0.204866	0.211400
121.000095	15800	0.204911	0.210000
122.000094	15846	0.204954	0.207700
123.000002	15867	0.204989	0.206650
124.000320	15840	0.205030	0.208000
125.000011	15778	0.205072	0.211100
126.000024	15887	0.205125	0.205650
127.000022	15873	0.205153	0.206350
128.000057	15879	0.205184	0.206050
129.000009	15877	0.205228	0.206150
130.000151	15830	0.205280	0.208500
131.000551	15787	0.205332	0.210650
132.000088	15858	0.205366	0.207100
133.000110	15878	0.205410	0.206100
134.000035	15929	0.205444	0.203550
135.000248	15933	0.205496	0.203350
136.000005	15827	0.205543	0.208650
137.000109	15887	0.205577	0.205650
138.000183	15984	0.205600	0.200800
139.000227	15915	0.205639	0.204250
140.000078	15895	0.205678	0.205250
141.000047	16046	0.205713	0.197700
142.000401	15856	0.205758	0.207200
143.000268	15809	0.205781	0.209550
144.000175	15784	0.205811	0.210800
145.000342	15826	0.205854	0.208700
146.000386	15866	0.205903	0.206700
147.000123	15924	0.205954	0.203800
148.000174	15875	0.206000	0.206250
149.000090	15904	0.206054	0.204800
150.000176	15873	0.206095	0.206350
151.000201	15801	0.206126	0.209950
152.000181	15857	0.206152	0.207150
153.000065	15980	0.206209	0.201000
154.000166	15926	0.206246	0.203700
155.000155	15920	0.206287	0.204000
156.000472	15876	0.206323	0.206200
157.000100	15956	0.206365	0.202200
158.000081	15870	0.206407	0.206500
159.000196	15867	0.206460	0.206650
160.000372	15872	0.206504	0.206400
161.000169	15955	0.206533	0.202250
162.000436	15865	0.206556	0.206750
163.000024	15728	0.206607	0.213600
164.000315	15802	0.206633	0.209900
165.000087	15864	0.206664	0.206800
166.000026	15915	0.206717	0.204250
167.000027	15910	0.206764	0.204500
168.000282	15818	0.206788	0.209100
169.000066	15835	0.206826	0.208250
170.000002	15818	0.206871	0.209100
171.000123	15814	0.206919	0.209300
172.000102	15758	0.206941	0.212100
173.000262	15709	0.206992	0.214550
174.000210	15828	0.207038	0.208600
175.000015	15861	0.207097	0.206950
176.000118	15930	0.207157	0.203500
177.000174	15969	0.207178	0.201550
178.000077	15884	0.207192	0.205800
179.000022	15864	0.207222	0.206800
180.000178	15835	0.207252	0.208250
181.000148	15882	0.207272	0.205900
182.000166	15762	0.207298	0.211900
183.000112	15804	0.207338	0.209800
184.000273	15806	0.207381	0.209700
185.000315	15868	0.207431	0.206600
186.000071	15871	0.207471	0.206450
187.000189	15862	0.207512	0.206900
188.000100	15960	0.207542	0.202000
189.000494	15843	0.207569	0.207850
190.000384	15786	0.207638	0.210700
191.000114	15801	0.207673	0.209950
192.000079	15864	0.207725	0.206800
193.000300	15874	0.207757	0.206300
194.000294	15858	0.207803	0.207100
195.000095	15802	0.207857	0.209900
196.000163	15779	0.207903	0.211050
197.000023	15797	0.207939	0.210150
198.000043	15825	0.207978	0.208750
199.000294	15806	0.208018	0.209700
200.000011	15885	0.208054	0.205750
201.000086	15861	0.208083	0.206950
202.000027	15839	0.208100	0.208050
203.000044	15840	0.208129	0.208000
204.000010	15863	0.208151	0.206850
205.000071	15776	0.208192	0.211200
206.000016	15804	0.208235	0.209800
207.000170	15832	0.208262	0.208400
208.000314	15796	0.208281	0.210200
209.000113	15788	0.208329	0.210600
210.000009	15807	0.208377	0.209650
211.000025	15780	0.208435	0.211000
212.000173	15831	0.208463	0.208450
