Time	Pop size	Mean_death_rate	Mean_birth_rate
213.000040	15787	0.208517	0.210650
214.000034	15744	0.208570	0.212800
215.000107	15802	0.208604	0.209900
216.000132	15875	0.208642	0.206250
217.000136	15846	0.208701	0.207700
218.000114	15836	0.208738	0.208200
219.000129	15904	0.208772	0.204800
220.000028	15889	0.208822	0.205550
221.000155	15851	0.208844	0.207450
222.000166	15878	0.208917	0.206100
223.000005	15798	0.208959	0.210100
224.000015	15831	0.208986	0.208450
225.000206	15747	0.209015	0.212650
226.000104	15785	0.209059	0.210750
227.000070	15808	0.209109	0.209600
228.000081	15739	0.209145	0.213050
229.000962	15899	0.209190	0.205050
230.000089	15923	0.209220	0.203850
231.000126	15799	0.209275	0.210050
232.000046	15711	0.209361	0.214450
233.000015	15827	0.209398	0.208650
234.000077	15894	0.209458	0.205300
235.000074	15811	0.209497	0.209450
236.000250	15849	0.209534	0.207550
237.000044	15841	0.209565	0.207950
238.000008	15787	0.209604	0.210650
239.000042	15858	0.209651	0.207100
240.000039	15849	0.209693	0.207550
241.000190	15751	0.209743	0.212450
242.000002	15721	0.209772	0.213950
243.000413	15797	0.209826	0.210150
244.000063	15703	0.209872	0.214850
245.000280	15779	0.209918	0.211050
246.000017	15700	0.209951	0.215000
247.000115	15725	0.209988	0.213750
248.000206	15767	0.210033	0.211650
249.000155	15710	0.210045	0.214500
250.000106	15702	0.210083	0.214900
251.000079	15793	0.210131	0.210350
252.000183	15904	0.210188	0.204800
253.000261	15854	0.210221	0.207300
254.000322	15841	0.210282	0.207950
255.001120	15780	0.210322	0.211000
256.000003	15761	0.210367	0.211950
257.000394	15837	0.210417	0.208150
258.000173	15779	0.210461	0.211050
259.000023	15730	0.210510	0.213500
260.000059	15811	0.210528	0.209450
261.000047	15800	0.210560	0.210000
262.000112	15690	0.210606	0.215500
263.000123	15708	0.210633	0.214600
264.000036	15732	0.210658	0.213400
265.000018	15799	0.210721	0.210050
266.000014	15805	0.210760	0.209750
267.000040	15925	0.210827	0.203750
268.000013	15805	0.210866	0.209750
269.000171	15845	0.210903	0.207750
270.000043	15914	0.210942	0.204300
271.000008	15910	0.210992	0.204500
272.000096	15796	0.211041	0.210200
273.000345	15891	0.211078	0.205450
274.000007	15745	0.211088	0.212750
275.000004	15786	0.211120	0.210700
276.000044	15713	0.211152	0.214350
277.000009	15717	0.211165	0.214150
278.000009	15833	0.211187	0.208350
279.000071	15791	0.211201	0.210450
280.000058	15842	0.211231	0.207900
281.000081	15774	0.211280	0.211300
282.000126	15693	0.211277	0.215350
283.000114	15686	0.211343	0.215700
284.000136	15685	0.211394	0.215750
285.000148	15814	0.211449	0.209300
286.000015	15873	0.211461	0.206350
287.000045	15804	0.211516	0.209800
288.000061	15769	0.211562	0.211550
289.000370	15826	0.211617	0.208700
290.000212	15737	0.211657	0.213150
291.000108	15800	0.211731	0.210000
292.000057	15731	0.211783	0.213450
293.000033	15688	0.211840	0.215600
294.000165	15684	0.211890	0.215800
295.000083	15674	0.211919	0.216300
296.000027	15697	0.211966	0.215150
297.000047	15880	0.212021	0.206000
298.000014	15770	0.212055	0.211500
299.000109	15707	0.212105	0.214650
300.000466	15673	0.212138	0.216350
301.000170	15591	0.212190	0.220450
302.000309	15692	0.212235	0.215400
303.000275	15701	0.212255	0.214950
304.000031	15686	0.212310	0.215700
305.000026	15803	0.212325	0.209850
306.000053	15749	0.212366	0.212550
307.000076	15771	0.212405	0.211450
308.000064	15807	0.212447	0.209650
309.000292	15820	0.212495	0.209000
310.000348	15864	0.212552	0.206800
311.000084	15784	0.212567	0.210800
312.000032	15794	0.212608	0.210300
313.000144	15865	0.212638	0.206750
314.000070	15735	0.212698	0.213250
315.000048	15644	0.212730	0.217800
316.000131	15646	0.212769	0.217700
317.000010	15753	0.212797	0.212350
318.000453	15888	0.212843	0.205600
319.000287	15798	0.212899	0.210100
320.000140	15768	0.212959	0.211600
321.000198	15885	0.213019	0.205750
322.000201	15766	0.213048	0.211700
323.000250	15779	0.213087	0.211050
324.000116	15696	0.213141	0.215200
325.000052	15709	0.213182	0.214550
326.000262	15754	0.213189	0.212300
327.000452	15674	0.213237	0.216300
328.000111	15678	0.213283	0.216100
329.000523	15710	0.213323	0.214500
330.000160	15764	0.213347	0.211800
331.000100	15825	0.213411	0.208750
332.000001	15846	0.213469	0.207700
333.000230	15823	0.213485	0.208850
334.000224	15791	0.213491	0.210450
335.000071	15737	0.213518	0.213150
336.000170	15681	0.213562	0.215950
337.000182	15653	0.213567	0.217350
338.000019	15634	0.213584	0.218300
339.000324	15670	0.213613	0.216500
340.000220	15799	0.213626	0.210050
341.000033	15820	0.213675	0.209000
342.000131	15761	0.213706	0.211950
343.000013	15738	0.213752	0.213100
344.000238	15662	0.213781	0.216900
345.000285	15710	0.213799	0.214500
346.000503	15697	0.213819	0.215150
347.000388	15705	0.213855	0.214750
348.000009	15648	0.213887	0.217600
349.000058	15582	0.213967	0.220900
350.000006	15809	0.214018	0.209550
351.000055	15769	0.214061	0.211550
352.000031	15807	0.214098	0.209650
353.000190	15737	0.214134	0.213150
354.000234	15736	0.214202	0.213200
355.000332	15732	0.214234	0.213400
356.000371	15797	0.214284	0.210150
357.000167	15798	0.214325	0.210100
358.000136	15792	0.214364	0.210400
359.000129	15659	0.214370	0.217050
360.000018	15745	0.214384	0.212750
361.000086	15816	0.214435	0.209200
362.000493	15672	0.214479	0.216400
363.000227	15753	0.214522	0.212350
364.000147	15719	0.214567	0.214050
365.000041	15714	0.214634	0.214300
366.000020	15786	0.214677	0.210700
367.000718	15667	0.214717	0.216650
368.000018	15673	0.214730	0.216350
369.000307	15758	0.214765	0.212100
370.000203	15694	0.214802	0.215300
371.000051	15715	0.214833	0.214250
372.000143	15730	0.214875	0.213500
373.000620	15695	0.214904	0.215250
374.000005	15644	0.214954	0.217800
375.000031	15828	0.214995	0.208600
376.000236	15831	0.215041	0.208450
377.000092	15686	0.215074	0.215700
378.000019	15682	0.215147	0.215900
379.000034	15659	0.215230	0.217050
380.000067	15576	0.215264	0.221200
381.000053	15596	0.215263	0.220200
382.000118	15617	0.215322	0.219150
383.000232	15584	0.215332	0.220800
384.000272	15629	0.215411	0.218550
385.000049	15605	0.215452	0.219750
386.000063	15715	0.215511	0.214250
387.000346	15670	0.215545	0.216500
388.000297	15726	0.215550	0.213700
389.000070	15724	0.215610	0.213800
390.000040	15772	0.215655	0.211400
391.000150	15560	0.215706	0.222000
392.000150	15580	0.215762	0.221000
393.000792	15700	0.215785	0.215000
394.000289	15694	0.215854	0.215300
395.000012	15591	0.215870	0.220450
396.000112	15535	0.215915	0.223250
397.000325	15593	0.215914	0.220350
398.000146	15720	0.215947	0.214000
399.000377	15785	0.216003	0.210750
400.000036	15744	0.216052	0.212800
401.000004	15692	0.216083	0.215400
402.000072	15684	0.216157	0.215800
403.000219	15629	0.216181	0.218550
404.000150	15683	0.216230	0.215850
405.000006	15645	0.216296	0.217750
406.000158	15626	0.216371	0.218700
407.000077	15650	0.216389	0.217500
408.000066	15670	0.216432	0.216500
409.000047	15756	0.216482	0.212200
410.000109	15757	0.216551	0.212150
411.000006	15713	0.216621	0.214350
412.000026	15577	0.216660	0.221150
413.000348	15629	0.216700	0.218550
414.000077	15623	0.216736	0.218850
415.000053	15588	0.216735	0.220600
416.000087	15663	0.216755	0.216850
417.000131	15635	0.216793	0.218250
418.000103	15606	0.216846	0.219700
419.000004	15659	0.216920	0.217050
420.000277	15639	0.216949	0.218050
421.000047	15672	0.216977	0.216400
422.000239	15668	0.216992	0.216600
423.000101	15695	0.217035	0.215250
424.000018	15713	0.217049	0.214350
425.000183	15709	0.217096	0.214550
426.000106	15706	0.217152	0.214700
427.000126	15712	0.217145	0.214400
428.000249	15650	0.217224	0.217500
429.000125	15645	0.217252	0.217750
430.000033	15689	0.217310	0.215550
431.000348	15748	0.217342	0.212600
432.000100	15750	0.217397	0.212500
433.000109	15640	0.217466	0.218000
434.000028	15699	0.217477	0.215050
435.000094	15644	0.217524	0.217800
436.000210	15619	0.217522	0.219050
437.000048	15534	0.217534	0.223300
438.000006	15698	0.217609	0.215100
439.000253	15623	0.217641	0.218850
440.000033	15669	0.217717	0.216550
441.000327	15652	0.217760	0.217400
442.000211	15677	0.217802	0.216150
443.000336	15665	0.217848	0.216750
444.000324	15678	0.217889	0.216100
445.000115	15779	0.217924	0.211050
446.000255	15650	0.217986	0.217500
447.000217	15613	0.218034	0.219350
448.000115	15665	0.218061	0.216750
449.000025	15715	0.218098	0.214250
450.000009	15670	0.218147	0.216500
451.000368	15641	0.218173	0.217950
452.000133	15591	0.218199	0.220450
453.000158	15606	0.218207	0.219700
454.000155	15752	0.218274	0.212400
455.000023	15743	0.218254	0.212850
456.000066	15643	0.218260	0.217850
457.000045	15667	0.218289	0.216650
458.000312	15667	0.218305	0.216650
459.000006	15632	0.218355	0.218400
460.000294	15563	0.218398	0.221850
461.000085	15470	0.218402	0.226500
462.000028	15570	0.218461	0.221500
463.000107	15516	0.218511	0.224200
464.000336	15666	0.218556	0.216700
465.000193	15725	0.218598	0.213750
466.000126	15715	0.218660	0.214250
467.000116	15718	0.218750	0.214100
468.000019	15612	0.218808	0.219400
469.000105	15576	0.218866	0.221200
470.000458	15544	0.218875	0.222800
471.000015	15567	0.218942	0.221650
472.000158	15654	0.218995	0.217300
473.000018	15627	0.219035	0.218650
474.000022	15619	0.219065	0.219050
475.000137	15768	0.219132	0.211600
476.000164	15644	0.219182	0.217800
477.000557	15646	0.219260	0.217700
478.000155	15634	0.219363	0.218300
479.000016	15670	0.219392	0.216500
480.000083	15683	0.219460	0.215850
481.000041	15585	0.219527	0.220750
482.000015	15550	0.219578	0.222500
483.000833	15676	0.219628	0.216200
484.000180	15665	0.219725	0.216750
485.000164	15594	0.219727	0.220300
486.000066	15612	0.219745	0.219400
487.000031	15578	0.219771	0.221100
488.000313	15568	0.219819	0.221600
489.000028	15648	0.219879	0.217600
490.000008	15648	0.219969	0.217600
491.000074	15544	0.220017	0.222800
492.000106	15695	0.220075	0.215250
493.000183	15584	0.220111	0.220800
494.000483	15550	0.220167	0.222500
495.000078	15515	0.220238	0.224250
496.000159	15519	0.220266	0.224050
497.000089	15602	0.220307	0.219900
498.000167	15566	0.220401	0.221700
499.000055	15543	0.220460	0.222850
500.000474	15601	0.220475	0.219950
501.000018	15622	0.220547	0.218900
502.000023	15684	0.220617	0.215800
503.000052	15614	0.220659	0.219300
504.000021	15627	0.220690	0.218650
505.000265	15557	0.220717	0.222150
506.000304	15523	0.220737	0.223850
507.000174	15512	0.220826	0.224400
508.000007	15557	0.220896	0.222150
509.000188	15591	0.220929	0.220450
510.000124	15549	0.221021	0.222550
511.000044	15452	0.221023	0.227400
512.000018	15540	0.221081	0.223000
513.000063	15538	0.221146	0.223100
514.000019	15432	0.221157	0.228400
515.000306	15466	0.221221	0.226700
516.000007	15501	0.221256	0.224950
517.000070	15480	0.221250	0.226000
518.000032	15431	0.221283	0.228450
519.000114	15520	0.221311	0.224000
520.000138	15357	0.221334	0.232150
521.000311	15538	0.221333	0.223100
522.000019	15500	0.221409	0.225000
523.000063	15514	0.221471	0.224300
524.000253	15559	0.221498	0.222050
525.000038	15566	0.221532	0.221700
526.000138	15592	0.221554	0.220400
527.000018	15575	0.221578	0.221250
528.000218	15502	0.221626	0.224900
529.000127	15443	0.221682	0.227850
530.000035	15403	0.221731	0.229850
531.000099	15570	0.221785	0.221500
532.000087	15519	0.221872	0.224050
533.000446	15458	0.221880	0.227100
534.000102	15452	0.221921	0.227400
535.000178	15528	0.221950	0.223600
536.000004	15547	0.221978	0.222650
537.000103	15589	0.222004	0.220550
538.000151	15636	0.222074	0.218200
539.000073	15656	0.222115	0.217200
540.000095	15519	0.222191	0.224050
541.000186	15528	0.222220	0.223600
542.000228	15583	0.222289	0.220850
543.000060	15670	0.222326	0.216500
544.000215	15729	0.222350	0.213550
545.000139	15633	0.222381	0.218350
546.000134	15651	0.222445	0.217450
547.000004	15655	0.222464	0.217250
548.000226	15558	0.222487	0.222100
549.000092	15523	0.222550	0.223850
550.000075	15545	0.222596	0.222750
551.000047	15721	0.222652	0.213950
552.000121	15607	0.222672	0.219650
553.000018	15569	0.222696	0.221550
554.000514	15689	0.222686	0.215550
555.000206	15539	0.222663	0.223050
556.000137	15543	0.222680	0.222850
557.000243	15451	0.222708	0.227450
558.000005	15375	0.222756	0.231250
559.000042	15541	0.222821	0.222950
560.000024	15524	0.222901	0.223800
561.000055	15565	0.222968	0.221750
562.000298	15577	0.222986	0.221150
563.000140	15534	0.223025	0.223300
564.000126	15598	0.223091	0.220100
565.000109	15654	0.223118	0.217300
566.000188	15595	0.223140	0.220250
567.000309	15553	0.223158	0.222350
568.000002	15529	0.223195	0.223550
569.000118	15543	0.223240	0.222850
570.000211	15477	0.223275	0.226150
571.000351	15461	0.223314	0.226950
572.000080	15595	0.223394	0.220250
573.000171	15655	0.223470	0.217250
574.000959	15604	0.223448	0.219800
575.000053	15563	0.223472	0.221850
576.000106	15509	0.223532	0.224550
577.000020	15586	0.223547	0.220700
578.000033	15558	0.223594	0.222100
579.000489	15632	0.223622	0.218400
580.000414	15638	0.223649	0.218100
581.000072	15522	0.223715	0.223900
582.000212	15617	0.223759	0.219150
583.000139	15562	0.223790	0.221900
584.000049	15487	0.223881	0.225650
585.000651	15553	0.223892	0.222350
586.000177	15630	0.223923	0.218500
587.000092	15557	0.223983	0.222150
588.000014	15536	0.224016	0.223200
589.000588	15481	0.223991	0.225950
590.000005	15562	0.224005	0.221900
591.000057	15465	0.224091	0.226750
592.000845	15442	0.224161	0.227900
593.000035	15481	0.224166	0.225950
594.000065	15540	0.224222	0.223000
595.000068	15558	0.224270	0.222100
596.000118	15483	0.224355	0.225850
597.000175	15490	0.224409	0.225500
598.000050	15454	0.224446	0.227300
599.000080	15489	0.224479	0.225550
600.000015	15492	0.224471	0.225400
601.000068	15410	0.224564	0.229500
602.000191	15420	0.224611	0.229000
603.000004	15435	0.224651	0.228250
604.000078	15454	0.224729	0.227300
605.000652	15519	0.224769	0.224050
606.000285	15443	0.224809	0.227850
607.000023	15398	0.224844	0.230100
608.000021	15434	0.224860	0.228300
609.000195	15461	0.224917	0.226950
610.000283	15484	0.225010	0.225800
611.000035	15485	0.225019	0.225750
612.000434	15386	0.225060	0.230700
613.000025	15403	0.225088	0.229850
614.000974	15384	0.225106	0.230800
615.000026	15446	0.225123	0.227700
616.000041	15534	0.225195	0.223300
617.000170	15586	0.225236	0.220700
618.000014	15590	0.225273	0.220500
619.000072	15498	0.225285	0.225100
620.000047	15589	0.225288	0.220550
621.000059	15551	0.225314	0.222450
622.000021	15606	0.225328	0.219700
623.000011	15546	0.225405	0.222700
624.000159	15551	0.225444	0.222450
625.000045	15549	0.225450	0.222550
626.000088	15427	0.225487	0.228650
627.000017	15435	0.225535	0.228250
628.000704	15516	0.225549	0.224200
629.000151	15397	0.225581	0.230150
630.000339	15457	0.225621	0.227150
631.000188	15502	0.225673	0.224900
632.000036	15522	0.225692	0.223900
633.000808	15467	0.225771	0.226650
634.000108	15508	0.225781	0.224600
635.000053	15555	0.225802	0.222250
636.000002	15585	0.225851	0.220750
637.000068	15640	0.225866	0.218000
638.000056	15490	0.225901	0.225500
639.000183	15475	0.225887	0.226250
640.000058	15480	0.225931	0.226000
641.000341	15492	0.225971	0.225400
642.000244	15465	0.226054	0.226750
643.000074	15357	0.226114	0.232150
644.000496	15452	0.226168	0.227400
645.000131	15440	0.226165	0.228000
646.000004	15441	0.226229	0.227950
647.000201	15495	0.226344	0.225250
648.000083	15388	0.226431	0.230600
649.000110	15387	0.226453	0.230650
650.000303	15466	0.226541	0.226700
651.000012	15464	0.226601	0.226800
652.000061	15467	0.226594	0.226650
653.000196	15557	0.226655	0.222150
654.000207	15517	0.226644	0.224150
655.000219	15486	0.226671	0.225700
656.000042	15412	0.226715	0.229400
657.000133	15455	0.226754	0.227250
658.000375	15367	0.226804	0.231650
659.000272	15496	0.226838	0.225200
660.000494	15492	0.226924	0.225400
661.000129	15451	0.227022	0.227450
662.000094	15537	0.227062	0.223150
663.000277	15484	0.227122	0.225800
664.000054	15503	0.227148	0.224850
665.000028	15513	0.227164	0.224350
666.000076	15520	0.227132	0.224000
667.000100	15443	0.227184	0.227850
668.000039	15463	0.227224	0.226850
669.000081	15482	0.227237	0.225900
670.000307	15642	0.227246	0.217900
671.000372	15471	0.227278	0.226450
672.000237	15505	0.227257	0.224750
673.000034	15335	0.227281	0.233250
674.000110	15381	0.227304	0.230950
675.000095	15440	0.227365	0.228000
676.000158	15549	0.227427	0.222550
677.000612	15447	0.227490	0.227650
678.000014	15461	0.227546	0.226950
679.000021	15525	0.227604	0.223750
680.000113	15474	0.227675	0.226300
681.000309	15435	0.227742	0.228250
682.000179	15484	0.227751	0.225800
683.000164	15457	0.227809	0.227150
684.000056	15426	0.227853	0.228700
685.000010	15415	0.227905	0.229250
686.000176	15470	0.227979	0.226500
687.000167	15483	0.228000	0.225850
688.000252	15464	0.228008	0.226800
689.000103	15573	0.228007	0.221350
690.000167	15463	0.228042	0.226850
691.000012	15538	0.228089	0.223100
692.000013	15428	0.228181	0.228600
693.000025	15482	0.228276	0.225900
694.000050	15541	0.228308	0.222950
695.000426	15468	0.228436	0.226600
696.000232	15467	0.228470	0.226650
697.000094	15371	0.228479	0.231450
698.000045	15419	0.228502	0.229050
699.000352	15414	0.228580	0.229300
700.000142	15400	0.228597	0.230000
701.000042	15418	0.228663	0.229100
702.000370	15400	0.228704	0.230000
703.000118	15366	0.228727	0.231700
704.000096	15251	0.228766	0.237450
705.000086	15302	0.228824	0.234900
706.000014	15403	0.228880	0.229850
707.000098	15379	0.228898	0.231050
708.000071	15531	0.228960	0.223450
709.000511	15465	0.228983	0.226750
710.000011	15414	0.229022	0.229300
711.000054	15423	0.229064	0.228850
712.000061	15469	0.229062	0.226550
713.000281	15453	0.229124	0.227350
714.000011	15472	0.229151	0.226400
715.000042	15317	0.229217	0.234150
716.000012	15343	0.229278	0.232850
717.000003	15383	0.229325	0.230850
718.000198	15435	0.229340	0.228250
719.000006	15453	0.229409	0.227350
720.000176	15447	0.229427	0.227650
721.000075	15400	0.229432	0.230000
722.000324	15351	0.229500	0.232450
723.000132	15487	0.229538	0.225650
724.000038	15433	0.229509	0.228350
725.000083	15414	0.229501	0.229300
726.000003	15446	0.229601	0.227700
727.000046	15466	0.229594	0.226700
728.000130	15334	0.229620	0.233300
729.000026	15385	0.229703	0.230750
730.000161	15390	0.229813	0.230500
731.000011	15426	0.229785	0.228700
732.000053	15443	0.229780	0.227850
733.000029	15414	0.229843	0.229300
734.000043	15423	0.229891	0.228850
735.000050	15351	0.229901	0.232450
736.000048	15322	0.229968	0.233900
737.000279	15276	0.230060	0.236200
738.000567	15290	0.230101	0.235500
739.000065	15401	0.230137	0.229950
740.000040	15217	0.230136	0.239150
741.000049	15250	0.230152	0.237500
742.000168	15300	0.230205	0.235000
743.000046	15194	0.230208	0.240300
744.000742	15268	0.230287	0.236600
745.000018	15358	0.230339	0.232100
746.000054	15339	0.230411	0.233050
747.000021	15337	0.230460	0.233150
748.000231	15260	0.230439	0.237000
749.000231	15288	0.230471	0.235600
750.000412	15381	0.230486	0.230950
751.000199	15438	0.230553	0.228100
752.000006	15456	0.230632	0.227200
753.000018	15421	0.230688	0.228950
754.000337	15466	0.230731	0.226700
755.000235	15327	0.230803	0.233650
756.000130	15348	0.230814	0.232600
757.000007	15330	0.230817	0.233500
758.000145	15325	0.230859	0.233750
759.000198	15408	0.230887	0.229600
760.000203	15506	0.230905	0.224700
761.000138	15394	0.231010	0.230300
762.000320	15368	0.231027	0.231600
763.000033	15291	0.231083	0.235450
764.000035	15340	0.231151	0.233000
765.000267	15394	0.231218	0.230300
766.000453	15407	0.231312	0.229650
767.000570	15385	0.231385	0.230750
768.000362	15340	0.231420	0.233000
769.000700	15370	0.231415	0.231500
770.000217	15419	0.231480	0.229050
771.000080	15399	0.231534	0.230050
772.000019	15393	0.231566	0.230350
773.000129	15372	0.231621	0.231400
