Time	Pop size	Mean_death_rate	Mean_birth_rate
0.000147	5001	0.200000	0.749950
1.000004	7973	0.200136	0.601350
2.000046	10971	0.200237	0.451450
3.000382	13112	0.200311	0.344400
4.000514	14519	0.200371	0.274050
5.000032	15269	0.200422	0.236550
6.000522	15680	0.200467	0.216000
7.000110	15842	0.200512	0.207900
8.000019	15877	0.200549	0.206150
9.000081	15985	0.200591	0.200750
10.000046	15954	0.200627	0.202300
11.000057	15935	0.200671	0.203250
12.000088	15955	0.200712	0.202250
13.000581	16011	0.200745	0.199450
14.000052	15963	0.200787	0.201850
15.000187	15941	0.200825	0.202950
16.000432	16041	0.200864	0.197950
17.000076	16002	0.200897	0.199900
18.000127	15999	0.200930	0.200050
19.000168	16006	0.200968	0.199700
20.000065	15932	0.200999	0.203400
21.000235	15965	0.201035	0.201750
22.000332	16028	0.201075	0.198600
23.000018	16103	0.201123	0.194850
24.000120	16042	0.201161	0.197900
25.000157	16124	0.201197	0.193800
26.000032	16069	0.201236	0.196550
27.000093	16024	0.201274	0.198800
28.000074	16056	0.201317	0.197200
29.000053	15979	0.201347	0.201050
30.000009	15895	0.201393	0.205250
31.000027	15952	0.201439	0.202400
32.000118	15964	0.201488	0.201800
33.000017	16005	0.201525	0.199750
34.000149	16033	0.201570	0.198350
35.000221	16074	0.201606	0.196300
36.000083	15992	0.201649	0.200400
37.000145	16031	0.201699	0.198450
38.000265	16048	0.201734	0.197600
39.000089	16071	0.201767	0.196450
40.000218	15960	0.201810	0.202000
41.000035	15979	0.201858	0.201050
42.000152	15963	0.201903	0.201850
43.000101	16034	0.201940	0.198300
44.000007	15872	0.201981	0.206400
45.000752	15806	0.202022	0.209700
46.000073	15866	0.202074	0.206700
47.000210	15912	0.202114	0.204400
48.000105	15881	0.202157	0.205950
49.000055	15963	0.202187	0.201850
50.000210	16024	0.202231	0.198800
51.000018	16020	0.202279	0.199000
52.000492	15919	0.202305	0.204050
53.000060	15928	0.202348	0.203600
54.000039	15921	0.202394	0.203950
55.000513	15934	0.202432	0.203300
56.000070	15977	0.202481	0.201150
57.000683	15869	0.202521	0.206550
58.000289	15916	0.202558	0.204200
59.000128	15865	0.202595	0.206750
60.000042	15936	0.202635	0.203200
61.000450	15848	0.202680	0.207600
62.000413	15970	0.202724	0.201500
63.000310	15897	0.202760	0.205150
64.000348	15912	0.202805	0.204400
65.000226	15853	0.202856	0.207350
66.000565	15965	0.202875	0.201750
67.000125	15891	0.202911	0.205450
68.000183	15938	0.202943	0.203100
69.000008	16039	0.202987	0.198050
70.000108	15902	0.203014	0.204900
71.000049	15957	0.203034	0.202150
72.000120	15873	0.203082	0.206350
73.000081	15926	0.203113	0.203700
74.000205	15946	0.203149	0.202700
75.000003	15982	0.203192	0.200900
76.000170	15964	0.203230	0.201800
77.000039	15838	0.203261	0.208100
78.000153	15941	0.203300	0.202950
79.000251	15851	0.203337	0.207450
80.000098	15853	0.203381	0.207350
81.000016	15899	0.203421	0.205050
82.000014	15955	0.203469	0.202250
83.000020	16024	0.203498	0.198800
84.000061	16004	0.203546	0.199800
85.000020	15961	0.203579	0.201950
86.000111	15965	0.203613	0.201750
87.000337	15992	0.203652	0.200400
88.000229	16005	0.203697	0.199750
89.000147	15967	0.203744	0.201650
90.000028	15982	0.203783	0.200900
91.000238	15918	0.203835	0.204100
92.000121	15928	0.203884	0.203600
93.000039	15842	0.203941	0.207900
94.000079	15855	0.203966	0.207250
95.000019	15892	0.204004	0.205400
96.000013	15895	0.204036	0.205250
97.000017	15929	0.204080	0.203550
98.000160	15949	0.204114	0.202550
99.000177	15978	0.204166	0.201100
100.000305	16019	0.204193	0.199050
101.000067	16078	0.204233	0.196100
102.000314	16054	0.204272	0.197300
103.000021	16035	0.204304	0.198250
104.000496	15958	0.204350	0.202100
105.000319	15917	0.204377	0.204150
106.000073	15784	0.204428	0.210800
107.000197	15833	0.204476	0.208350
108.000114	15837	0.204526	0.208150
109.000294	15904	0.204575	0.204800
110.000225	15956	0.204614	0.202200
111.000334	15958	0.204657	0.202100
112.000137	15849	0.204696	0.207550
113.000109	15911	0.204727	0.204450
114.000069	15918	0.204781	0.204100
115.000226	15864	0.204832	0.206800
116.000499	15880	0.204875	0.206000
117.000208	15860	0.204913	0.207000
118.000027	15738	0.204937	0.213100
119.000145	15829	0.204975	0.208550
120.000265	15724	0.205015	0.213800
121.000049	15846	0.205048	0.207700
122.000158	15869	0.205102	0.206550
123.000034	15831	0.205140	0.208450
124.000174	15820	0.205178	0.209000
125.000564	15859	0.205231	0.207050
126.000244	15895	0.205278	0.205250
127.000082	15881	0.205320	0.205950
128.000230	15844	0.205343	0.207800
129.000111	15865	0.205369	0.206750
130.000009	15800	0.205390	0.210000
131.000052	15809	0.205422	0.209550
132.000030	15872	0.205472	0.206400
133.000023	15884	0.205524	0.205800
134.000189	15922	0.205554	0.203900
135.000194	15945	0.205593	0.202750
136.000149	15814	0.205658	0.209300
137.000229	15910	0.205670	0.204500
138.000061	15983	0.205704	0.200850
139.000026	15920	0.205755	0.204000
140.000239	15963	0.205808	0.201850
141.000062	16075	0.205844	0.196250
142.000120	15885	0.205860	0.205750
143.000012	15786	0.205901	0.210700
144.000134	15802	0.205934	0.209900
145.000020	15811	0.205986	0.209450
146.000040	15873	0.206016	0.206350
147.000299	15882	0.206051	0.205900
148.000363	15894	0.206085	0.205300
149.000001	15856	0.206121	0.207200
150.000012	15864	0.206168	0.206800
151.000145	15809	0.206196	0.209550
152.000032	15870	0.206261	0.206500
153.000164	15955	0.206325	0.202250
154.000080	15894	0.206376	0.205300
155.000232	15937	0.206425	0.203150
156.000076	15929	0.206467	0.203550
157.000176	15934	0.206504	0.203300
158.000076	15864	0.206539	0.206800
159.000087	15862	0.206575	0.206900
160.000090	15892	0.206600	0.205400
161.000020	15937	0.206622	0.203150
162.000355	15837	0.206649	0.208150
163.000037	15719	0.206683	0.214050
164.000034	15785	0.206721	0.210750
165.000031	15915	0.206759	0.204250
166.000125	15937	0.206812	0.203150
167.000006	15908	0.206865	0.204600
168.000175	15827	0.206912	0.208650
169.000300	15800	0.206950	0.210000
170.000083	15811	0.206974	0.209450
171.000369	15805	0.207005	0.209750
172.000391	15739	0.207045	0.213050
173.000313	15705	0.207093	0.214750
174.000236	15834	0.207132	0.208300
175.000147	15839	0.207156	0.208050
176.000287	15907	0.207193	0.204650
177.000015	15974	0.207232	0.201300
178.000064	15868	0.207264	0.206600
179.000184	15776	0.207308	0.211200
180.000103	15814	0.207357	0.209300
181.000307	15894	0.207403	0.205300
182.000053	15742	0.207455	0.212900
183.000064	15829	0.207502	0.208550
184.000068	15821	0.207553	0.208950
185.000031	15862	0.207616	0.206900
186.000043	15848	0.207660	0.207600
187.000029	15871	0.207681	0.206450
188.000105	15914	0.207730	0.204300
189.000047	15815	0.207764	0.209250
190.000403	15787	0.207813	0.210650
191.000056	15819	0.207873	0.209050
192.000104	15855	0.207902	0.207250
193.000352	15887	0.207960	0.205650
194.000103	15852	0.208009	0.207400
195.000097	15794	0.208044	0.210300
196.000160	15812	0.208064	0.209400
197.000058	15799	0.208102	0.210050
198.000003	15805	0.208142	0.209750
199.000223	15795	0.208189	0.210250
200.000045	15903	0.208248	0.204850
201.000323	15854	0.208300	0.207300
202.000147	15797	0.208359	0.210150
203.000381	15862	0.208415	0.206900
204.000134	15880	0.208470	0.206000
205.000108	15843	0.208526	0.207850
206.000201	15808	0.208565	0.209600
207.000446	15818	0.208605	0.209100
208.000123	15772	0.208645	0.211400
209.000107	15800	0.208705	0.210000
210.000090	15796	0.208750	0.210200
211.000308	15793	0.208810	0.210350
212.000106	15843	0.208877	0.207850
