Time	Pop size	Mean_death_rate	Mean_birth_rate
0.000112	5001	0.500000	0.749950
1.000112	6316	0.500137	0.684200
2.000261	7238	0.500256	0.638100
3.000001	8109	0.500362	0.594550
4.000095	8779	0.500478	0.561050
5.000001	9181	0.500598	0.540950
6.000139	9465	0.500703	0.526750
7.000058	9621	0.500800	0.518950
8.000503	9753	0.500894	0.512350
9.000062	9892	0.500997	0.505400
10.000202	9928	0.501090	0.503600
11.000141	9819	0.501193	0.509050
12.000269	9911	0.501307	0.504450
13.000103	9892	0.501411	0.505400
14.000050	9962	0.501496	0.501900
15.000103	9876	0.501577	0.506200
16.000162	10035	0.501698	0.498250
17.000014	10094	0.501800	0.495300
18.000324	10074	0.501900	0.496300
19.000008	10139	0.502014	0.493050
20.000297	10142	0.502119	0.492900
21.000170	9965	0.502230	0.501750
22.000028	9970	0.502315	0.501500
23.000280	10010	0.502432	0.499500
24.000053	10035	0.502534	0.498250
25.000102	10066	0.502632	0.496700
26.000155	10180	0.502747	0.491000
27.000267	10145	0.502834	0.492750
28.000121	10070	0.502936	0.496500
29.000169	10042	0.503047	0.497900
30.000145	9855	0.503131	0.507250
31.000312	9842	0.503231	0.507900
32.000004	9874	0.503337	0.506300
33.000114	9781	0.503459	0.510950
34.000210	9969	0.503572	0.501550
35.000053	9900	0.503689	0.505000
36.000073	9847	0.503792	0.507650
37.000040	9869	0.503932	0.506550
38.000068	9926	0.504011	0.503700
39.000053	9854	0.504111	0.507300
40.000125	9824	0.504194	0.508800
41.000162	9824	0.504311	0.508800
42.000313	9827	0.504419	0.508650
43.000073	9733	0.504508	0.513350
44.000244	9905	0.504627	0.504750
45.000128	9844	0.504745	0.507800
46.000097	9910	0.504849	0.504500
47.000139	9748	0.504942	0.512600
48.000073	9761	0.505042	0.511950
49.000038	9823	0.505120	0.508850
50.000137	9880	0.505206	0.506000
51.000013	9799	0.505334	0.510050
52.000035	9937	0.505425	0.503150
53.000059	9755	0.505510	0.512250
54.000119	9902	0.505615	0.504900
55.000001	10049	0.505710	0.497550
56.000003	10026	0.505802	0.498700
57.000006	9973	0.505891	0.501350
58.000031	10041	0.506015	0.497950
59.000052	10056	0.506090	0.497200
60.000013	9932	0.506208	0.503400
61.000424	9927	0.506308	0.503650
62.000036	9840	0.506447	0.508000
63.000204	9792	0.506544	0.510400
64.000092	9910	0.506645	0.504500
65.000051	9852	0.506757	0.507400
66.000141	9957	0.506885	0.502150
67.000011	10077	0.507003	0.496150
68.000088	10102	0.507109	0.494900
69.000101	9967	0.507232	0.501650
70.000041	9730	0.507311	0.513500
71.000128	9748	0.507396	0.512600
72.000116	9859	0.507503	0.507050
73.000170	9890	0.507608	0.505500
74.000044	9827	0.507734	0.508650
75.000006	9941	0.507821	0.502950
76.000014	9757	0.507944	0.512150
77.000069	9796	0.507987	0.510200
78.000065	9757	0.508111	0.512150
79.000075	9635	0.508233	0.518250
