Time	Pop size	Mean_death_rate	Mean_birth_rate
0.000112	5001	0.500000	0.749950
1.000112	6316	0.500137	0.684200
2.000261	7238	0.500256	0.638100
3.000001	8109	0.500363	0.594550
4.000095	8779	0.500479	0.561050
5.000001	9181	0.500597	0.540950
6.000140	9465	0.500702	0.526750
7.000061	9621	0.500794	0.518950
8.000511	9753	0.500890	0.512350
9.000073	9892	0.500993	0.505400
10.000216	9928	0.501087	0.503600
11.000157	9819	0.501194	0.509050
12.000289	9911	0.501305	0.504450
13.000121	9892	0.501418	0.505400
14.000061	9962	0.501509	0.501900
15.000101	9876	0.501583	0.506200
16.000159	10035	0.501684	0.498250
17.000021	10094	0.501790	0.495300
18.000344	10074	0.501882	0.496300
19.000044	10139	0.501988	0.493050
20.000359	10142	0.502094	0.492900
21.000048	9964	0.502181	0.501800
22.000082	9968	0.502294	0.501600
23.000007	10010	0.502378	0.499500
24.000108	10034	0.502504	0.498300
25.000056	10065	0.502627	0.496750
26.000002	10180	0.502722	0.491000
27.000156	10144	0.502805	0.492800
28.000017	10071	0.502907	0.496450
29.000141	10043	0.503022	0.497850
30.000066	9857	0.503108	0.507150
31.000057	9844	0.503210	0.507800
32.000119	9873	0.503294	0.506350
33.000084	9784	0.503393	0.510800
34.000069	9969	0.503522	0.501550
35.000037	9898	0.503610	0.505100
36.000236	9839	0.503711	0.508050
37.000319	9862	0.503810	0.506900
38.000079	9928	0.503941	0.503600
39.000167	9863	0.504043	0.506850
40.000028	9811	0.504151	0.509450
41.000015	9811	0.504233	0.509450
42.000195	9834	0.504348	0.508300
43.000121	9739	0.504427	0.513050
44.000241	9919	0.504543	0.504050
45.000058	9868	0.504663	0.506600
46.000104	9877	0.504756	0.506150
47.000010	9729	0.504853	0.513550
48.000105	9765	0.504944	0.511750
49.000044	9810	0.505000	0.509500
50.000042	9879	0.505117	0.506050
51.000112	9803	0.505196	0.509850
52.000079	9928	0.505301	0.503600
53.000132	9754	0.505387	0.512300
54.000154	9896	0.505491	0.505200
55.000004	10058	0.505562	0.497100
56.000007	10027	0.505624	0.498650
57.000004	9988	0.505735	0.500600
58.000023	10055	0.505819	0.497250
59.000055	10060	0.505913	0.497000
60.000058	9921	0.506044	0.503950
61.000144	9918	0.506157	0.504100
62.000012	9833	0.506267	0.508350
63.000162	9791	0.506437	0.510450
64.000009	9910	0.506507	0.504500
65.000137	9853	0.506650	0.507350
66.000079	9957	0.506767	0.502150
67.000129	10077	0.506867	0.496150
68.000024	10108	0.506940	0.494600
69.000094	9964	0.507021	0.501800
70.000117	9749	0.507155	0.512550
71.000065	9746	0.507249	0.512700
72.000016	9864	0.507403	0.506800
73.000216	9889	0.507518	0.505550
74.000118	9825	0.507601	0.508750
75.000046	9937	0.507704	0.503150
76.000070	9756	0.507850	0.512200
77.000171	9779	0.507964	0.511050
78.000099	9755	0.508118	0.512250
79.000069	9635	0.508221	0.518250
