Time	Pop size	Mean_death_rate	Mean_birth_rate
0.000112	5001	0.500000	0.749950
1.000112	6316	0.500137	0.684200
2.000261	7238	0.500256	0.638100
3.000000	8109	0.500363	0.594550
4.000093	8779	0.500480	0.561050
5.000021	9182	0.500601	0.540900
6.000132	9465	0.500706	0.526750
7.000048	9621	0.500801	0.518950
8.000490	9753	0.500898	0.512350
9.000046	9892	0.500997	0.505400
10.000184	9928	0.501092	0.503600
11.000125	9819	0.501194	0.509050
12.000258	9911	0.501303	0.504450
13.000086	9892	0.501425	0.505400
14.000015	9962	0.501522	0.501900
15.000044	9876	0.501596	0.506200
16.000086	10035	0.501701	0.498250
17.000123	10095	0.501782	0.495250
18.000274	10074	0.501877	0.496300
19.000037	10140	0.501977	0.493000
20.000307	10142	0.502093	0.492900
21.000011	9964	0.502211	0.501800
22.000019	9969	0.502314	0.501550
23.000333	10010	0.502407	0.499500
24.000050	10035	0.502518	0.498250
25.000192	10066	0.502597	0.496700
26.000012	10179	0.502710	0.491050
27.000027	10144	0.502833	0.492800
28.000047	10070	0.502945	0.496500
29.000049	10043	0.503055	0.497850
30.000240	9855	0.503170	0.507250
31.000055	9843	0.503264	0.507850
32.000019	9873	0.503368	0.506350
33.000019	9782	0.503459	0.510900
34.000076	9970	0.503552	0.501500
35.000021	9894	0.503675	0.505300
36.000063	9830	0.503754	0.508500
37.000006	9871	0.503883	0.506450
38.000094	9930	0.503979	0.503500
39.000042	9880	0.504082	0.506000
40.000094	9813	0.504159	0.509350
41.000245	9814	0.504256	0.509300
42.000050	9830	0.504381	0.508500
43.000008	9770	0.504474	0.511500
44.000227	9908	0.504566	0.504600
45.000083	9847	0.504672	0.507650
46.000274	9906	0.504778	0.504700
47.000153	9750	0.504868	0.512500
48.000022	9767	0.504999	0.511650
49.000034	9863	0.505115	0.506850
50.000026	9894	0.505204	0.505300
51.000136	9803	0.505315	0.509850
52.000079	9939	0.505428	0.503050
53.000005	9769	0.505531	0.511550
54.000101	9900	0.505622	0.505000
55.000127	10028	0.505707	0.498600
56.000087	10005	0.505820	0.499750
57.000039	9971	0.505909	0.501450
58.000012	10041	0.506031	0.497950
59.000045	10060	0.506153	0.497000
60.000201	9931	0.506269	0.503450
61.000100	9925	0.506387	0.503750
62.000070	9833	0.506488	0.508350
63.000003	9790	0.506605	0.510500
64.001137	9909	0.506718	0.504550
65.000040	9851	0.506872	0.507450
66.000023	9958	0.506955	0.502100
67.000001	10074	0.507090	0.496300
68.000222	10101	0.507185	0.494950
69.000022	9960	0.507301	0.502000
70.000084	9721	0.507366	0.513950
71.000070	9718	0.507387	0.514100
72.000008	9855	0.507536	0.507250
73.000167	9892	0.507666	0.505400
74.000086	9805	0.507737	0.509750
75.000061	9929	0.507843	0.503550
76.000008	9800	0.507977	0.510000
77.000071	9794	0.508063	0.510300
78.000048	9734	0.508202	0.513300
79.000083	9604	0.508361	0.519800
